Token,Score,Direction
access information,-0.014694081871497636,negative
sequence,-0.011505237633990304,negative
space,-0.01069720355264703,negative
sm,-0.01023953189882755,negative
range application,-0.009479362829768904,negative
file user,-0.009332678732551643,negative
chemical,-0.008877584857001193,negative
educational,-0.008672657495248098,negative
client side,-0.0085671104741469,negative
api sandbox,-0.008395099207038768,negative
vacation rental,0.008390040249477282,positive
tv,-0.007953509365364498,negative
movie,-0.007942383555436671,negative
freely,-0.007908681656877426,negative
voip,-0.007780144485780727,negative
