Token,Score,Direction
messaging,0.2345423355296149,positive
sm,0.19546299539599313,positive
location,-0.0910507484042739,negative
lookup,-0.08605768896846794,negative
service,-0.08159354694606617,negative
sending,0.07892957567782254,positive
voice,-0.06701357330730769,negative
geo,-0.045842131493183384,negative
bulk,0.03968552549618381,positive
enables,0.03325769301894818,positive
mobile,0.03251559927313821,positive
oventus,0.027236550062608084,positive
functionality,-0.023937562488710925,negative
gateway,0.018412620669373898,positive
mass,0.01719011668998798,positive
