Token,Score,Direction
pay,0.2868884304691326,positive
zipmark,-0.11723426372757788,negative
rent,-0.1078641151908026,negative
automatically,0.09593229406074522,positive
user,-0.07678809255825565,negative
bill,0.06898960730136504,positive
thing,-0.049608359280521735,negative
sign,0.04294801565216901,positive
mobile,0.03613745936544057,positive
account,0.03494376438556053,positive
documentation,-0.03399042981811275,negative
information,-0.03346810667917217,negative
online,0.032977597662134865,positive
api,0.02787166200269244,positive
here,0.0238108608971385,positive
