Token,Score,Direction
pay,0.07282958513432074,positive
zipmark,-0.06592088110493838,negative
rent,-0.031369593151242985,negative
allows,-0.028686723962920022,negative
bill,0.01935172183971934,positive
automatically,0.018685884171515232,positive
account,0.014539367593235344,positive
sign,0.014130699338009919,positive
user,-0.014025739991065081,negative
online,0.013467360449482603,positive
thing,-0.012104074488401504,negative
information,-0.011135814360780552,negative
public,-0.0087938761109751,negative
api,0.007266086545489203,positive
application,0.006385595081811026,positive
