Token,Score,Direction
sm,0.26318647280948676,positive
messaging,0.2600770744355656,positive
lookup,-0.1873195640798842,negative
service,-0.16428601180727553,negative
oventus,-0.11998746241089177,negative
provides,0.11827488396321963,positive
requesting,-0.09661900229860262,negative
sending,0.09542485861418026,positive
location,-0.08994747099717171,negative
api,-0.07909853649984855,negative
geo,-0.07454194770519358,negative
mass,0.07116234047741982,positive
receiving,0.06541973131873068,positive
web,0.06437788390511717,positive
enables,0.05557271390766392,positive
