Token,Score,Direction
delivers comprehensive,0.018017213601543833,positive
saving account,0.01783659073735795,positive
sensor,0.017793813701753876,positive
weather,0.016359814991072377,positive
storage service,0.01605690105021732,positive
shipping,0.014940249260514703,positive
patient,0.013994721978274253,positive
education,0.013359176832770164,positive
score,0.01276352053078049,positive
egnyte application,0.012315911653097113,positive
access api,0.01178423998447071,positive
cd,0.011620621404815703,positive
phone number,0.011431587046199737,positive
available access,0.011107796779381705,positive
delivery service,0.011063366471166472,positive
