Token,Score,Direction
sm,1.3270687719718521,positive
messaging,0.9041295141922366,positive
bulk,0.25585308233452153,positive
bulk sm,0.2532870808270357,positive
sending,0.210375069095368,positive
mobile,0.14153911512138423,positive
gateway,0.12683661933764134,positive
voice,0.10882948528588161,positive
receiving,0.08931922691002885,positive
channel,0.08705690285086207,positive
service sending,0.08499763902271484,positive
managing contact,0.06428531970060061,positive
data,0.06111821658608924,positive
messaging gateway,0.05056247304641911,positive
information,0.04633244722832623,positive
