Token,Score,Direction
newsletter,0.013653921189435614,positive
responds,-0.011281619374643207,negative
sport,-0.010368221523065607,negative
api offer,-0.010254220898098122,negative
algorithm,0.010230724900927112,positive
biomedical,0.00801267277702673,positive
comprehensive shipping,0.007873832519824486,positive
programmatic,-0.007714574650015731,negative
stock,-0.007619423820622912,negative
possible developer,0.00741518294158731,positive
messenger,-0.007334702766920014,negative
parliament,0.007320753754673253,positive
note,0.007280842617384447,positive
dow jones,0.007029891662860494,positive
iot,-0.006301202373712936,negative
