Token,SHAP_Value
science,0.1775480086337211
researcher,0.19825560410390608
community,0.18847680796447788
chat,0.25783513564414307
bitcoin,0.20619214239632458
xml,0.33646377480727097
email,0.15720168654485178
email,0.4301092085166829
profile,0.19460978861067701
photo,0.21264358738762895
top,0.2084875206475469
video,0.6629766845894663
backend,0.30755297052235164
performance,0.31960542173510476
movie,0.22919475359580588
video,0.2485617367352404
day,0.19228355036020162
video,0.3531183499844701
