Token,Score,Direction
here,0.19856676798853906,positive
application,0.18470610748541713,positive
interested,0.17469384967711377,positive
online,0.16762792878304772,positive
allows,0.16229743698539134,positive
user,-0.13973628173309277,negative
sign,0.11874103812021143,positive
pay,-0.1011600739189041,negative
automatically,0.07095940988328125,positive
mobile,0.06780463803811114,positive
developer,0.06339183090111034,positive
available,0.05735554831347222,positive
thing,-0.05054364178199472,negative
create,-0.041443473432112195,negative
rent,-0.040076957651811004,negative
