Token,SHAP_Value,Base_Value,Model,Category
storage,0.14381852894439362,0.07203567788876085,concat_fusion,Storage
api,0.08904628012533067,0.07203567788876085,concat_fusion,Storage
document,0.07921564030402806,0.07203567788876085,concat_fusion,Storage
offer,0.03788656221877318,0.07203567788876085,concat_fusion,Storage
delete,0.02420608390821144,0.07203567788876085,concat_fusion,Storage
microservices,-0.016293859494908247,0.07203567788876085,concat_fusion,Storage
user,-0.016293859494908247,0.07203567788876085,concat_fusion,Storage
friendly,-0.016293859494908247,0.07203567788876085,concat_fusion,Storage
replace,0.01593995763687417,0.07203567788876085,concat_fusion,Storage
create,0.0155908043961972,0.07203567788876085,concat_fusion,Storage
credit,-0.013052218065907558,0.07203567788876085,concat_fusion,Storage
used,-0.012813285378797445,0.07203567788876085,concat_fusion,Storage
explorer,-0.012813285378797445,0.07203567788876085,concat_fusion,Storage
service,0.011905993880645838,0.07203567788876085,concat_fusion,Storage
function,0.011668686303892173,0.07203567788876085,concat_fusion,Storage
