Token,SHAP_Value,Base_Value,Model,Category
bulk,0.09701818839312182,0.14332575777916645,weighted_fusion,Messaging
messaging,0.08915731611705269,0.14332575777916645,weighted_fusion,Messaging
gateway,0.0491883800495998,0.14332575777916645,weighted_fusion,Messaging
receiving,0.044277912254983676,0.14332575777916645,weighted_fusion,Messaging
pageone,-0.0382126482509193,0.14332575777916645,weighted_fusion,Messaging
sending,0.033754071469957125,0.14332575777916645,weighted_fusion,Messaging
multi,0.03256762650926248,0.14332575777916645,weighted_fusion,Messaging
channel,0.03256762650926248,0.14332575777916645,weighted_fusion,Messaging
mass,0.03256762650926248,0.14332575777916645,weighted_fusion,Messaging
broadcast,0.03256762650926248,0.14332575777916645,weighted_fusion,Messaging
enables,0.030535146073816577,0.14332575777916645,weighted_fusion,Messaging
using,-0.02289282748703651,0.14332575777916645,weighted_fusion,Messaging
api,-0.019823865624857717,0.14332575777916645,weighted_fusion,Messaging
service,0.01858253362358179,0.14332575777916645,weighted_fusion,Messaging
location,-0.0184817007429956,0.14332575777916645,weighted_fusion,Messaging
