Token,SHAP_Value,Base_Value,Model,Category
pay,0.280550694813428,0.0013449109392240644,concat_fusion,Payments
account,0.12473494110963657,0.0013449109392240644,concat_fusion,Payments
user,0.10317033740284387,0.0013449109392240644,concat_fusion,Payments
thing,0.10264534484304022,0.0013449109392240644,concat_fusion,Payments
automatically,0.09836876223198487,0.0013449109392240644,concat_fusion,Payments
allows,0.02201236950713792,0.0013449109392240644,concat_fusion,Payments
zipmark,0.015881087037017166,0.0013449109392240644,concat_fusion,Payments
api,0.014019356029166374,0.0013449109392240644,concat_fusion,Payments
developer,0.013764749888762778,0.0013449109392240644,concat_fusion,Payments
access,0.009479475986154284,0.0013449109392240644,concat_fusion,Payments
integrate,0.009479475986154284,0.0013449109392240644,concat_fusion,Payments
functionality,0.009479475986154284,0.0013449109392240644,concat_fusion,Payments
online,-0.00944843716933974,0.0013449109392240644,concat_fusion,Payments
mobile,-0.007062189430143917,0.0013449109392240644,concat_fusion,Payments
bill,0.0064511853306612466,0.0013449109392240644,concat_fusion,Payments
