Token,SHAP_Value,Base_Value,Model,Category
product,0.1713280069961911,0.03530270219198428,weighted_fusion,eCommerce
category,0.0944453613483347,0.03530270219198428,weighted_fusion,eCommerce
detail,0.06799161859089509,0.03530270219198428,weighted_fusion,eCommerce
catalog,0.051751493621850386,0.03530270219198428,weighted_fusion,eCommerce
data,0.04384619617485441,0.03530270219198428,weighted_fusion,eCommerce
api,-0.04094330218504183,0.03530270219198428,weighted_fusion,eCommerce
international,-0.03712105329032056,0.03530270219198428,weighted_fusion,eCommerce
xml,0.03505025221966207,0.03530270219198428,weighted_fusion,eCommerce
exposing,0.03464655685820617,0.03530270219198428,weighted_fusion,eCommerce
formatted,0.03214021120220423,0.03530270219198428,weighted_fusion,eCommerce
web,0.024387014302192256,0.03530270219198428,weighted_fusion,eCommerce
service,0.024387014302192256,0.03530270219198428,weighted_fusion,eCommerce
restful,-0.021158305899007246,0.03530270219198428,weighted_fusion,eCommerce
exposed,0.01652078892220743,0.03530270219198428,weighted_fusion,eCommerce
office,0.015043282153783366,0.03530270219198428,weighted_fusion,eCommerce
