Token,Score,Direction
oventus,-0.14265437359605748,negative
sending,0.12847714336822547,positive
messaging,0.12743431234683927,positive
bulk,0.1063145310935225,positive
receiving,0.06911131766604683,positive
mass,0.06213165312569962,positive
mobile,0.054626556112986696,positive
centric,-0.04377432559911098,negative
web,-0.04256085740704229,negative
contact,0.04241321961745495,positive
location,-0.039684564714835106,negative
delivering,0.039570083429960747,positive
multi,0.0370995311167698,positive
service,-0.03117180039446373,negative
lookup,-0.029634236974038605,negative
