Token,Score,Direction
pay,0.23192936395745542,positive
allows,0.10829413691655097,positive
account,0.09086796998418671,positive
user,0.06977672365349463,positive
thing,0.059170392262158,positive
application,0.04938974635158323,positive
automatically,0.045503631098285334,positive
developer,0.04200990690995652,positive
bill,0.0373660105701986,positive
online,0.03629692144889417,positive
public,0.03139336473568244,positive
integrate,0.02914121776459801,positive
functionality,0.02262121750433314,positive
rent,-0.020935462599028967,negative
interested,0.015247300367014674,positive
