Token,Score,Direction
storage,0.3201070717811112,positive
document,0.0856947440070862,positive
api,0.07143338774687173,positive
key,0.0473294127706375,positive
friendly,0.039710335932159196,positive
user,0.03740256786001421,positive
used,0.03689842371125759,positive
microservices,-0.03591197655293368,negative
nanosdk,-0.03555504486867044,negative
set,0.025978274126953173,positive
explorer,-0.024732646649591534,negative
allow,0.02316502529551426,positive
form,0.019860311825877778,positive
request,0.019822535669689105,positive
tax,-0.01962569456159195,negative
