Token,Score,Direction
pay,0.23239395358193493,positive
zipmark,0.13499299195613712,positive
allows,0.1290459027215003,positive
account,0.07172981798793578,positive
thing,0.06800153736177095,positive
user,-0.04334994661425442,negative
integrate,0.038077287124190125,positive
mobile,0.034151493759147514,positive
application,0.03311475588794774,positive
automatically,0.026678008879791923,positive
online,0.025211403337544437,positive
developer,0.019882295510300282,positive
information,0.01873715465349364,positive
rent,-0.018357480698801523,negative
bill,0.017571018514611125,positive
