Token,Score,Direction
storage,0.23392476374286336,positive
document,0.05133286014880194,positive
credit,-0.03814412755676456,negative
nanosdk,-0.036625028513388315,negative
offer,0.02690348914699133,positive
user,0.025609414068209983,positive
key,0.02559999145146586,positive
spend,-0.02518864046977682,negative
used,0.020822209539832277,positive
request,0.020201258566626953,positive
tax,0.018493408867073485,positive
api,0.01818885190828937,positive
speed,0.018149882304548694,positive
exclusive,-0.017900011007129114,negative
application,0.015951875859019554,positive
