Token,Score,Direction
pay,0.41256651382899395,positive
allows,0.12701873596007088,positive
account,0.12381916563056389,positive
rent,-0.09700096121871384,negative
thing,0.0694423422715616,positive
automatically,0.05406791802941098,positive
bill,0.04767516926827287,positive
integrate,0.03529224291197799,positive
mobile,0.03245753574442924,positive
online,0.03167030100875028,positive
public,0.030101746106489254,positive
user,-0.028751920890784894,negative
zipmark,-0.028376295013566484,negative
documentation,-0.02593055801711023,negative
create,0.017388852097837252,positive
