Token,SHAP_Value
pay,0.37075431991402913
sm,1.3270687719718521
messaging,0.9041295141922366
bulk,0.25585308233452153
networking,1.1578420491127897
social networking,1.1040674366846819
social,1.0281873166953417
community,0.9696429596644872
participation,0.4826679211432621
involvement,0.4723103745182731
engagement,0.4132022393857051
safety,0.26382778115816474
credit,0.4952928483838003
currency,0.33780586016135344
product,1.7524900890436381
