Token,Score,Direction
messaging,0.19821660386733128,positive
bulk,0.1104749062906194,positive
receiving,0.07437094176930259,positive
gateway,0.06259518275182926,positive
developer,0.024008780643634965,positive
integrate,0.024008780643634965,positive
sending,0.021612844353512628,positive
location,-0.019154040373541646,negative
enables,0.018444032084516948,positive
api,-0.017439621387893567,negative
functionality,0.009453267559729283,positive
custom,0.008990494785393821,positive
voice,0.008990494785393821,positive
geo,0.008990494785393821,positive
multi,0.008664875251270132,positive
