Token,Score,Direction
receiving,0.07950839948898647,positive
sending,0.06546805369725917,positive
service,0.05001330963204964,positive
oventus,0.049701278872817056,positive
messaging,0.04714260673063109,positive
enables,0.037114991806447506,positive
bulk,0.037114991806447506,positive
gateway,0.032859501348866615,positive
mobile,0.022925321143702604,positive
using,-0.019852225133945467,negative
provides,0.019726622274902184,positive
web,0.019726622274902184,positive
pageone,-0.017617619370867033,negative
api,0.015009821239800658,positive
requesting,0.011800609427154996,positive
