Token,Score,Direction
storage,0.14799877464974998,positive
api,0.09080217829250614,positive
document,0.07509478818246862,positive
offer,0.056485971432266524,positive
nanosdk,0.024756553644692758,positive
service,0.01753545969768311,positive
delete,0.014651506990048802,positive
function,0.014288774862507125,positive
allow,0.014288774862507125,positive
retrieve,0.014288774862507125,positive
create,0.013781850484519964,positive
replace,0.013781850484519964,positive
exclusive,-0.00799300622307956,negative
applicable,-0.00799300622307956,negative
tax,-0.00799300622307956,negative
