Token,Score,Direction
pay,0.32330729030582006,positive
automatically,0.13266143141481734,positive
account,0.11847079437393404,positive
user,0.07328767016770144,positive
thing,0.07301143182485248,positive
allows,0.01364660050967359,positive
developer,0.012316696512089737,positive
online,-0.012004119695120608,negative
rent,-0.010829293549249996,negative
access,0.008982416153230588,positive
integrate,0.008982416153230588,positive
functionality,0.008982416153230588,positive
api,0.005162400417248136,positive
bill,0.0042081704286829336,positive
interested,0.00333428035885915,positive
