Token,Score,Direction
storage,0.1255939924158156,positive
api,0.08122962101333542,positive
document,0.06473674607696012,positive
offer,0.03930073301307857,positive
create,0.019915576151106507,positive
replace,0.019915576151106507,positive
delete,0.019915576151106507,positive
nanosdk,0.019627297117949638,positive
credit,-0.014286475123268853,negative
service,0.012799309559341054,positive
function,0.012342511035967618,positive
allow,0.012342511035967618,positive
retrieve,0.012342511035967618,positive
used,-0.009809677947487216,negative
explorer,-0.009809677947487216,negative
