Token,Score,Direction
pay,0.280550694813428,positive
account,0.12473494110963657,positive
user,0.10317033740284387,positive
thing,0.10264534484304022,positive
automatically,0.09836876223198487,positive
allows,0.02201236950713792,positive
zipmark,0.015881087037017166,positive
api,0.014019356029166374,positive
developer,0.013764749888762778,positive
access,0.009479475986154284,positive
integrate,0.009479475986154284,positive
functionality,0.009479475986154284,positive
online,-0.00944843716933974,negative
mobile,-0.007062189430143917,negative
bill,0.0064511853306612466,positive
