Token,Score,Direction
bulk,0.09701818839312182,positive
messaging,0.08915731611705269,positive
gateway,0.0491883800495998,positive
receiving,0.044277912254983676,positive
pageone,-0.0382126482509193,negative
sending,0.033754071469957125,positive
multi,0.03256762650926248,positive
channel,0.03256762650926248,positive
mass,0.03256762650926248,positive
broadcast,0.03256762650926248,positive
enables,0.030535146073816577,positive
using,-0.02289282748703651,negative
api,-0.019823865624857717,negative
service,0.01858253362358179,positive
location,-0.0184817007429956,negative
