Token,Score,Direction
pay,0.5200975489428792,positive
thing,0.13476590345782483,positive
user,-0.08403984474986742,negative
zipmark,0.08177970033691946,positive
online,0.07762067301861303,positive
api,0.07003197120710118,positive
interested,-0.06034783935983003,negative
application,-0.05086021944286951,negative
access,-0.04436450817475554,negative
new,0.039468785707547624,positive
available,0.03762527981527111,positive
information,-0.034952515574353686,negative
public,0.034196301285241544,positive
rent,-0.028652351691993438,negative
functionality,-0.028652061008095645,negative
