Token,Score,Direction
storage,0.6061435567610586,positive
offer,0.11548296283581294,positive
api,0.0666804486187723,positive
nan,0.032368640027269475,positive
document,-0.030504824165680997,negative
service,0.02544688233504467,positive
function,0.00901833500828226,positive
allow,0.00901833500828226,positive
replace,0.008522456819978937,positive
delete,0.008522456819978937,positive
retrieve,0.006086534439223864,positive
create,0.006086534439223864,positive
currency,-0.0006510864376044385,negative
key,0.0005878828809645944,positive
supported,-0.0004495027759124544,negative
