Token,Score,Direction
messaging,0.19462614131043665,positive
receiving,0.08878798395744525,positive
sending,0.06985290822922252,positive
device,-0.05988340147087001,negative
location,-0.04146868523093872,negative
lookup,-0.03658204010571353,negative
gateway,0.03445991696207784,positive
service,0.03129874925070908,positive
enables,0.03080674377270043,positive
bulk,0.03080674377270043,positive
contact,0.02959811789332889,positive
voice,0.029233691282570362,positive
mobile,-0.025881112325199258,negative
web,0.02334298902133014,positive
managing,0.02280640570097603,positive
