Token,Score,Direction
pay,0.3843319971165329,positive
online,0.0927185559157806,positive
bill,0.06661829941804172,positive
user,-0.06384160234956653,negative
mobile,0.058448480118386215,positive
account,0.05760458341501362,positive
thing,0.05296081780034001,positive
allows,0.049181507845787564,positive
application,0.03638351873451029,positive
mark,0.03374303807395336,positive
zip,0.0327605845330254,positive
rent,-0.025395395379018738,negative
integrate,0.01915964385625557,positive
functionality,0.006823393083323026,positive
sign,0.006519876635138644,positive
