Token,Score,Direction
messaging,0.3006601220513403,positive
sending,0.1313345018606924,positive
bulk,0.10739672619092744,positive
receiving,0.09428165525969234,positive
service,0.08383997283817735,positive
soap,-0.055712444431264885,negative
voice,-0.04810142300630105,negative
location,-0.04665032454431639,negative
requesting,0.0402835994027555,positive
ventus,0.0332111281932157,positive
device,-0.03249905946358922,negative
api,0.028181250047055073,positive
ent,0.027444613083692577,positive
lookup,-0.024465470745781204,negative
provides,0.024031599823501892,positive
