Token,Score,Direction
messaging,0.34025816813842447,positive
sm,0.3396802556360075,positive
sending,0.08857439226722742,positive
device,-0.07627380238110938,negative
voice,-0.07143361055362249,negative
managing,0.06658455406179992,positive
bulk,0.06414280147242601,positive
oventus,-0.057874920256616114,negative
delivering,0.05044002063889052,positive
gateway,0.04498335140156408,positive
enables,0.040519595104213484,positive
receiving,0.035654603450142985,positive
centric,0.03544235855636483,positive
provides,0.027086211111388536,positive
geo,-0.027004868354948017,negative
