Token,SHAP_Value
here,0.12270762013728442
messaging,0.3868290513483665
sm,0.2678623227531397
managing contact,0.2170607432264428
device,-0.13414486724366945
social networking,0.17124178823231026
networking,0.14089901412195874
involvement,0.13175391821637855
credit,0.13863023658825036
nanosdk,0.12745603179088666
product,0.4535102796592543
product data,0.1589534275440942
product category,-0.1535558040897002
exposed,-0.139524418708277
office,-0.126386097632519
