Token,Score,Direction
sm,0.2981887475080487,positive
messaging,0.1731140186139949,positive
bulk,0.0809693641620791,positive
device,-0.06751181435749631,negative
service,-0.06747582950793024,negative
sending,0.04691266456554509,positive
location,-0.03822577275292438,negative
using,-0.03052005120721799,negative
soap,-0.027704077298909596,negative
gateway,0.024503086212633855,positive
geo,-0.020577228945134033,negative
application,-0.015638397306325474,negative
voice,-0.01554315445811295,negative
managing,-0.014964666482727288,negative
broadcast,-0.013710596386927376,negative
