Token,Score,Direction
credit,0.03699291728857783,positive
currency,0.026789642316941836,positive
price,0.01100043553604651,positive
storage,-0.009491999348813448,negative
nanosdk,-0.007526510180797756,negative
document,-0.007251877380221845,negative
tax,0.005851777646507071,positive
development,-0.00466966437850727,negative
service,-0.003989983837279367,negative
application,-0.0039278611108613335,negative
offer,0.0034721455077586574,positive
spend,-0.003373382641759094,negative
refill,-0.003094877661190386,negative
received,-0.00309315327905841,negative
delete,-0.002422321498565319,negative
