Token,Score,Direction
sm,0.2786954301217808,positive
bulk,0.0978583337893305,positive
messaging,0.09654467138466265,positive
gateway,0.04142371914841437,positive
functionality,-0.038736027015965284,negative
location,-0.03259113617712858,negative
voice,-0.026075072737969343,negative
device,-0.023421210459934668,negative
soap,-0.014569472723065495,negative
using,-0.01427728990277291,negative
application,0.012444568600906794,positive
service,0.008788868219592173,positive
geo,-0.008771497304675456,negative
mobile,-0.008118791401442916,negative
provides,-0.007074607586706564,negative
