Token,Score,Direction
storage,0.3012922514951126,positive
service,0.08865301346212966,positive
document,-0.03311201927927159,negative
currency,-0.03193896206242196,negative
development,-0.022428905006533092,negative
price,-0.013994187134782829,negative
credit,-0.012189873443661911,negative
create,-0.011515049319154534,negative
moment,-0.008721637088399013,negative
time,-0.0075072716294431845,negative
speed,0.00734148165494864,positive
authorized,-0.007106775190229672,negative
nanosdk,0.0055113580651717006,positive
offer,-0.004939356006997989,negative
function,0.0043119401023994485,positive
