Token,Score,Direction
product,0.24831271428797289,positive
resource,-0.030301483552122456,negative
formatted,-0.029468735357378612,negative
exposed,-0.027133698418153746,negative
company,-0.020421729803589233,negative
web,-0.019094021141437482,negative
category,0.018483400250711417,positive
service,-0.017834765574621943,negative
restful,-0.01724572407275103,negative
catalog,0.015808437967110397,positive
office,-0.014711242024773188,negative
api,-0.013532270093922197,negative
exposing,-0.0134096735062036,negative
data,-0.011649807833295146,negative
international,-0.0072397900562143815,negative
