Token,SHAP_Value,Base_Value,Model,Category
socialsecure,0.4257872112739278,0.0006116885342635214,DL_BiLSTM,Social
social,0.24851774262949178,0.0006116885342635214,DL_BiLSTM,Social
involvement,0.24482598308441084,0.0006116885342635214,DL_BiLSTM,Social
engagement,0.2101051290627538,0.0006116885342635214,DL_BiLSTM,Social
safety,-0.1535930952121305,0.0006116885342635214,DL_BiLSTM,Social
feature,-0.06734127530009815,0.0006116885342635214,DL_BiLSTM,Social
networking,0.06641944061441407,0.0006116885342635214,DL_BiLSTM,Social
api,0.057030083635254414,0.0006116885342635214,DL_BiLSTM,Social
participation,0.04169995841380114,0.0006116885342635214,DL_BiLSTM,Social
secure,-0.03061218470043059,0.0006116885342635214,DL_BiLSTM,Social
secured,-0.03031954270318238,0.0006116885342635214,DL_BiLSTM,Social
system,-0.02955465206329677,0.0006116885342635214,DL_BiLSTM,Social
enhancement,-0.01771788459683421,0.0006116885342635214,DL_BiLSTM,Social
security,0.015283896102257444,0.0006116885342635214,DL_BiLSTM,Social
community,0.014779120981984306,0.0006116885342635214,DL_BiLSTM,Social
