Token,SHAP_Value,Base_Value,Model,Category
pay,0.29193164027788043,0.0029122047126293182,DL_BiLSTM,Payments
rent,-0.142755956552719,0.0029122047126293182,DL_BiLSTM,Payments
automatically,0.11659466096534743,0.0029122047126293182,DL_BiLSTM,Payments
account,0.06994131573810591,0.0029122047126293182,DL_BiLSTM,Payments
application,0.043592390784886866,0.0029122047126293182,DL_BiLSTM,Payments
user,0.0421558480263684,0.0029122047126293182,DL_BiLSTM,Payments
mobile,0.03504809253718122,0.0029122047126293182,DL_BiLSTM,Payments
bill,0.018945503554050447,0.0029122047126293182,DL_BiLSTM,Payments
access,-0.018581789142899652,0.0029122047126293182,DL_BiLSTM,Payments
developer,-0.01741431820449249,0.0029122047126293182,DL_BiLSTM,Payments
create,-0.011863697172355633,0.0029122047126293182,DL_BiLSTM,Payments
new,-0.011863697172355633,0.0029122047126293182,DL_BiLSTM,Payments
allows,0.006621654941397992,0.0029122047126293182,DL_BiLSTM,Payments
zipmark,0.006286838205443682,0.0029122047126293182,DL_BiLSTM,Payments
thing,0.005812309486600498,0.0029122047126293182,DL_BiLSTM,Payments
