Token,Score,Direction
pay,0.0986569959204644,positive
developer,0.08666985395151036,positive
user,0.0823661456660678,positive
zip,0.07759064188999003,positive
information,0.06371174972931234,positive
thing,0.06117274356074631,positive
here,0.04411927085796682,positive
mark,0.042591375623167206,positive
access,0.03270788161898963,positive
available,0.03262264488633567,positive
interested,0.03262264488633567,positive
sign,0.03262264488633567,positive
account,0.026312930742278695,positive
integrate,0.023493559245252982,positive
functionality,0.019196310226107016,positive
