Token,Score,Direction
messaging,0.11471846938285227,positive
gateway,0.08607873073116126,positive
service,0.07306638641337072,positive
functionality,0.06795053435831454,positive
provide,0.05697573267389089,positive
soap,0.05281061467636998,positive
though,0.042366237399013094,positive
multi,0.03097962398896925,positive
voice,0.028639738651691005,positive
developer,0.022463188331231423,positive
integrate,0.022463188331231423,positive
page,0.021034837671322748,positive
enables,0.017704939906252548,positive
bulk,0.017704939906252548,positive
using,0.015121566296632713,positive
